id,booking_code,customer_id,user_id,status,booking_date,total_deposit
113,INN00113,113,1,CONFIRMED,2018-06-16,0.0
114,INN00114,114,1,CONFIRMED,2018-06-30,0.0
115,INN00115,115,1,CANCELLED,2018-06-26,0.0
116,INN00116,116,1,CONFIRMED,2018-08-13,0.0
117,INN00117,117,1,CANCELLED,2018-04-22,0.0
118,INN00118,118,1,CONFIRMED,2018-11-12,0.0
119,INN00119,119,1,CANCELLED,2018-04-29,0.0
120,INN00120,120,1,CONFIRMED,2017-11-14,0.0
121,INN00121,121,1,CANCELLED,2018-09-01,0.0
122,INN00122,122,1,CONFIRMED,2018-09-16,0.0
123,INN00123,123,1,CANCELLED,2018-03-10,0.0
124,INN00124,124,1,CONFIRMED,2018-05-05,0.0
125,INN00125,125,1,CONFIRMED,2018-04-24,0.0
126,INN00126,126,1,CONFIRMED,2018-03-30,0.0
127,INN00127,127,1,CANCELLED,2018-11-03,0.0
128,INN00128,128,1,CANCELLED,2018-10-14,0.0
129,INN00129,129,1,CONFIRMED,2018-06-05,0.0
130,INN00130,130,1,CONFIRMED,2018-07-13,0.0
131,INN00131,131,1,CONFIRMED,2018-10-20,0.0
132,INN00132,132,1,CONFIRMED,2018-10-17,0.0
133,INN00133,133,1,CANCELLED,2018-12-28,0.0
134,INN00134,134,1,CONFIRMED,2017-10-19,0.0
135,INN00135,135,1,CONFIRMED,2018-03-29,0.0
136,INN00136,136,1,CONFIRMED,2017-10-09,0.0
137,INN00137,137,1,CANCELLED,2018-07-25,0.0
138,INN00138,138,1,CONFIRMED,2018-06-28,0.0
139,INN00139,139,1,CONFIRMED,2018-05-22,0.0
140,INN00140,140,1,CANCELLED,2018-04-15,0.0
141,INN00141,141,1,CONFIRMED,2018-05-09,0.0
142,INN00142,142,1,CANCELLED,2018-06-17,0.0
143,INN00143,143,1,CANCELLED,2018-11-18,0.0
144,INN00144,144,1,CONFIRMED,2018-10-30,0.0
145,INN00145,145,1,CONFIRMED,2018-03-28,0.0
146,INN00146,146,1,CONFIRMED,2018-06-01,0.0
147,INN00147,147,1,CONFIRMED,2018-05-04,0.0
148,INN00148,148,1,CONFIRMED,2018-04-08,0.0
149,INN00149,149,1,CONFIRMED,2018-06-08,0.0
150,INN00150,150,1,CANCELLED,2018-04-07,0.0
151,INN00151,151,1,CONFIRMED,2018-05-02,0.0
152,INN00152,152,1,CANCELLED,2018-09-29,0.0
153,INN00153,153,1,CONFIRMED,2018-04-04,0.0
154,INN00154,154,1,CANCELLED,2017-07-17,0.0
155,INN00155,155,1,CONFIRMED,2018-04-06,0.0
156,INN00156,156,1,CONFIRMED,2018-11-01,0.0
157,INN00157,157,1,CONFIRMED,2018-05-24,0.0
158,INN00158,158,1,CONFIRMED,2018-02-17,0.0
159,INN00159,159,1,CANCELLED,2018-04-14,0.0
160,INN00160,160,1,CONFIRMED,2018-06-05,0.0
161,INN00161,161,1,CONFIRMED,2018-11-12,0.0
162,INN00162,162,1,CONFIRMED,2018-04-17,0.0
163,INN00163,163,1,CONFIRMED,2018-10-07,0.0
164,INN00164,164,1,CONFIRMED,2018-08-01,0.0
165,INN00165,165,1,CONFIRMED,2018-07-12,0.0
166,INN00166,166,1,CONFIRMED,2018-01-02,0.0
167,INN00167,167,1,CANCELLED,2018-06-15,0.0
168,INN00168,168,1,CONFIRMED,2018-11-16,0.0
169,INN00169,169,1,CANCELLED,2018-09-19,0.0
170,INN00170,170,1,CONFIRMED,2017-09-13,0.0
171,INN00171,171,1,CANCELLED,2018-09-15,0.0
172,INN00172,172,1,CANCELLED,2018-12-16,0.0
173,INN00173,173,1,CONFIRMED,2018-06-30,0.0
174,INN00174,174,1,CONFIRMED,2018-10-18,0.0
175,INN00175,175,1,CANCELLED,2018-11-05,0.0
176,INN00176,176,1,CONFIRMED,2018-03-22,0.0
177,INN00177,177,1,CONFIRMED,2018-08-17,0.0
178,INN00178,178,1,CONFIRMED,2018-05-20,0.0
179,INN00179,179,1,CONFIRMED,2017-10-24,0.0
180,INN00180,180,1,CANCELLED,2018-07-21,0.0
181,INN00181,181,1,CONFIRMED,2017-09-09,0.0
182,INN00182,182,1,CONFIRMED,2018-03-31,0.0
183,INN00183,183,1,CANCELLED,2018-10-11,0.0
184,INN00184,184,1,CONFIRMED,2018-04-02,0.0
185,INN00185,185,1,CANCELLED,2018-08-22,0.0
186,INN00186,186,1,CONFIRMED,2018-05-13,0.0
187,INN00187,187,1,CONFIRMED,2018-08-08,0.0
188,INN00188,188,1,CONFIRMED,2018-08-15,0.0
189,INN00189,189,1,CANCELLED,2018-08-19,0.0
190,INN00190,190,1,CONFIRMED,2018-11-06,0.0
191,INN00191,191,1,CANCELLED,2018-10-10,0.0
192,INN00192,192,1,CANCELLED,2018-10-06,0.0
193,INN00193,193,1,CANCELLED,2018-04-06,0.0
194,INN00194,194,1,CANCELLED,2018-03-25,0.0
195,INN00195,195,1,CANCELLED,2018-08-03,0.0
196,INN00196,196,1,CONFIRMED,2018-05-30,0.0
197,INN00197,197,1,CANCELLED,2017-09-11,0.0
198,INN00198,198,1,CONFIRMED,2018-03-20,0.0
199,INN00199,199,1,CONFIRMED,2018-03-23,0.0
200,INN00200,200,1,CANCELLED,2018-09-26,0.0
201,INN00201,201,1,CONFIRMED,2018-08-24,0.0
202,INN00202,202,1,CANCELLED,2017-07-16,0.0
203,INN00203,203,1,CANCELLED,2018-12-16,0.0
204,INN00204,204,1,CANCELLED,2018-05-13,0.0
205,INN00205,205,1,CONFIRMED,2018-11-19,0.0
206,INN00206,206,1,CANCELLED,2018-09-08,0.0
207,INN00207,207,1,CONFIRMED,2018-05-02,0.0
208,INN00208,208,1,CONFIRMED,2018-08-21,0.0
209,INN00209,209,1,CONFIRMED,2018-12-03,0.0
210,INN00210,210,1,CONFIRMED,2018-02-27,0.0
211,INN00211,211,1,CONFIRMED,2017-09-22,0.0
212,INN00212,212,1,CONFIRMED,2018-07-18,0.0
213,INN00213,213,1,CONFIRMED,2017-09-22,0.0
214,INN00214,214,1,CANCELLED,2018-08-13,0.0
215,INN00215,215,1,CONFIRMED,2018-08-13,0.0
216,INN00216,216,1,CONFIRMED,2018-12-05,0.0
217,INN00217,217,1,CONFIRMED,2017-10-15,0.0
218,INN00218,218,1,CONFIRMED,2018-03-20,0.0
219,INN00219,219,1,CONFIRMED,2018-10-13,0.0
220,INN00220,220,1,CONFIRMED,2017-08-22,0.0
221,INN00221,221,1,CONFIRMED,2018-06-08,0.0
222,INN00222,222,1,CONFIRMED,2018-03-01,0.0
223,INN00223,223,1,CONFIRMED,2018-09-05,0.0
224,INN00224,224,1,CONFIRMED,2018-06-10,0.0
225,INN00225,225,1,CONFIRMED,2018-04-14,0.0
226,INN00226,226,1,CONFIRMED,2018-04-01,0.0
227,INN00227,227,1,CANCELLED,2018-05-27,0.0
228,INN00228,228,1,CONFIRMED,2017-09-19,0.0
229,INN00229,229,1,CONFIRMED,2018-03-18,0.0
230,INN00230,230,1,CANCELLED,2018-02-05,0.0
231,INN00231,231,1,CANCELLED,2018-05-07,0.0
232,INN00232,232,1,CONFIRMED,2018-05-12,0.0
233,INN00233,233,1,CONFIRMED,2018-10-28,0.0
234,INN00234,234,1,CONFIRMED,2017-10-18,0.0
235,INN00235,235,1,CONFIRMED,2018-06-21,0.0
236,INN00236,236,1,CONFIRMED,2017-08-14,0.0
237,INN00237,237,1,CANCELLED,2018-04-29,0.0
238,INN00238,238,1,CANCELLED,2018-12-26,0.0
239,INN00239,239,1,CONFIRMED,2018-12-02,0.0
240,INN00240,240,1,CANCELLED,2018-04-24,0.0
241,INN00241,241,1,CONFIRMED,2018-06-16,0.0
242,INN00242,242,1,CONFIRMED,2017-10-09,0.0
243,INN00243,243,1,CONFIRMED,2017-09-03,0.0
244,INN00244,244,1,CONFIRMED,2018-09-14,0.0
245,INN00245,245,1,CONFIRMED,2018-02-08,0.0
246,INN00246,246,1,CONFIRMED,2017-10-02,0.0
247,INN00247,247,1,CONFIRMED,2018-03-24,0.0
248,INN00248,248,1,CANCELLED,2018-05-31,0.0
249,INN00249,249,1,CANCELLED,2018-08-15,0.0
250,INN00250,250,1,CONFIRMED,2017-11-09,0.0
251,INN00251,251,1,CANCELLED,2018-08-13,0.0
252,INN00252,252,1,CONFIRMED,2017-10-02,0.0
253,INN00253,253,1,CANCELLED,2018-07-26,0.0
254,INN00254,254,1,CONFIRMED,2018-05-21,0.0
255,INN00255,255,1,CONFIRMED,2018-09-07,0.0
256,INN00256,256,1,CONFIRMED,2017-11-15,0.0
257,INN00257,257,1,CONFIRMED,2017-09-16,0.0
258,INN00258,258,1,CANCELLED,2017-10-16,0.0
259,INN00259,259,1,CONFIRMED,2018-10-18,0.0
260,INN00260,260,1,CONFIRMED,2018-07-23,0.0
261,INN00261,261,1,CONFIRMED,2018-06-11,0.0
262,INN00262,262,1,CONFIRMED,2018-01-16,0.0
263,INN00263,263,1,CONFIRMED,2017-09-14,0.0
264,INN00264,264,1,CANCELLED,2018-11-06,0.0
265,INN00265,265,1,CANCELLED,2018-10-15,0.0
266,INN00266,266,1,CONFIRMED,2017-09-02,0.0
267,INN00267,267,1,CONFIRMED,2017-08-12,0.0
268,INN00268,268,1,CONFIRMED,2017-08-23,0.0
269,INN00269,269,1,CANCELLED,2018-12-29,0.0
270,INN00270,270,1,CONFIRMED,2018-04-15,0.0
271,INN00271,271,1,CONFIRMED,2018-03-11,0.0
272,INN00272,272,1,CANCELLED,2018-08-28,0.0
273,INN00273,273,1,CANCELLED,2018-03-25,0.0
274,INN00274,274,1,CONFIRMED,2018-12-09,0.0
275,INN00275,275,1,CONFIRMED,2018-06-12,0.0
276,INN00276,276,1,CONFIRMED,2018-07-06,0.0
277,INN00277,277,1,CANCELLED,2018-06-15,0.0
278,INN00278,278,1,CONFIRMED,2018-03-05,0.0
279,INN00279,279,1,CONFIRMED,2017-08-18,0.0
280,INN00280,280,1,CONFIRMED,2018-04-21,0.0
281,INN00281,281,1,CONFIRMED,2018-06-18,0.0
282,INN00282,282,1,CANCELLED,2018-05-09,0.0
283,INN00283,283,1,CANCELLED,2018-06-28,0.0
284,INN00284,284,1,CANCELLED,2018-03-09,0.0
285,INN00285,285,1,CANCELLED,2018-09-07,0.0
286,INN00286,286,1,CONFIRMED,2018-08-10,0.0
287,INN00287,287,1,CONFIRMED,2018-05-13,0.0
288,INN00288,288,1,CANCELLED,2018-04-24,0.0
289,INN00289,289,1,CONFIRMED,2018-09-07,0.0
290,INN00290,290,1,CANCELLED,2018-10-28,0.0
291,INN00291,291,1,CONFIRMED,2018-03-17,0.0
292,INN00292,292,1,CANCELLED,2018-08-22,0.0
293,INN00293,293,1,CONFIRMED,2017-08-08,0.0
294,INN00294,294,1,CONFIRMED,2018-05-01,0.0
295,INN00295,295,1,CANCELLED,2018-04-03,0.0
296,INN00296,296,1,CANCELLED,2018-11-01,0.0
297,INN00297,297,1,CONFIRMED,2017-09-04,0.0
298,INN00298,298,1,CONFIRMED,2018-08-13,0.0
299,INN00299,299,1,CONFIRMED,2017-12-27,0.0
300,INN00300,300,1,CONFIRMED,2018-11-16,0.0
301,INN00301,301,1,CONFIRMED,2018-10-13,0.0
302,INN00302,302,1,CANCELLED,2018-06-15,0.0
303,INN00303,303,1,CONFIRMED,2018-01-02,0.0
304,INN00304,304,1,CANCELLED,2018-10-28,0.0
305,INN00305,305,1,CONFIRMED,2018-05-16,0.0
306,INN00306,306,1,CONFIRMED,2018-02-20,0.0
307,INN00307,307,1,CANCELLED,2018-03-23,0.0
308,INN00308,308,1,CONFIRMED,2017-12-29,0.0
309,INN00309,309,1,CONFIRMED,2017-09-30,0.0
310,INN00310,310,1,CANCELLED,2018-08-01,0.0
311,INN00311,311,1,CANCELLED,2018-07-25,0.0
312,INN00312,312,1,CONFIRMED,2018-09-16,0.0
313,INN00313,313,1,CONFIRMED,2017-12-26,0.0
314,INN00314,314,1,CANCELLED,2018-07-09,0.0
315,INN00315,315,1,CONFIRMED,2018-02-28,0.0
316,INN00316,316,1,CANCELLED,2018-04-17,0.0
317,INN00317,317,1,CONFIRMED,2018-06-24,0.0
318,INN00318,318,1,CANCELLED,2018-06-06,0.0
319,INN00319,319,1,CONFIRMED,2018-07-17,0.0
320,INN00320,320,1,CANCELLED,2018-08-18,0.0
321,INN00321,321,1,CONFIRMED,2018-02-22,0.0
322,INN00322,322,1,CONFIRMED,2018-05-22,0.0
323,INN00323,323,1,CANCELLED,2018-06-17,0.0
324,INN00324,324,1,CANCELLED,2018-07-08,0.0
325,INN00325,325,1,CONFIRMED,2017-10-18,0.0
326,INN00326,326,1,CANCELLED,2018-11-11,0.0
327,INN00327,327,1,CANCELLED,2018-08-28,0.0
328,INN00328,328,1,CANCELLED,2018-06-15,0.0
329,INN00329,329,1,CONFIRMED,2017-10-06,0.0
330,INN00330,330,1,CONFIRMED,2018-05-27,0.0
331,INN00331,331,1,CONFIRMED,2017-08-11,0.0
332,INN00332,332,1,CANCELLED,2017-07-17,0.0
333,INN00333,333,1,CANCELLED,2017-07-25,0.0
334,INN00334,334,1,CONFIRMED,2017-12-15,0.0
335,INN00335,335,1,CONFIRMED,2017-10-23,0.0
336,INN00336,336,1,CONFIRMED,2017-10-10,0.0
337,INN00337,337,1,CONFIRMED,2018-10-02,0.0
338,INN00338,338,1,CONFIRMED,2018-07-23,0.0
339,INN00339,339,1,CANCELLED,2018-08-18,0.0
340,INN00340,340,1,CONFIRMED,2018-06-26,0.0
341,INN00341,341,1,CONFIRMED,2017-09-08,0.0
342,INN00342,342,1,CONFIRMED,2018-12-21,0.0
343,INN00343,343,1,CONFIRMED,2018-06-06,0.0
344,INN00344,344,1,CONFIRMED,2018-11-10,0.0
345,INN00345,345,1,CONFIRMED,2018-07-25,0.0
346,INN00346,346,1,CONFIRMED,2018-09-07,0.0
347,INN00347,347,1,CONFIRMED,2018-08-24,0.0
348,INN00348,348,1,CONFIRMED,2017-08-14,0.0
349,INN00349,349,1,CONFIRMED,2018-02-24,0.0
350,INN00350,350,1,CONFIRMED,2018-08-15,0.0
351,INN00351,351,1,CONFIRMED,2018-03-29,0.0
352,INN00352,352,1,CONFIRMED,2018-07-01,0.0
353,INN00353,353,1,CANCELLED,2018-07-05,0.0
354,INN00354,354,1,CONFIRMED,2018-07-11,0.0
355,INN00355,355,1,CONFIRMED,2018-05-14,0.0
356,INN00356,356,1,CONFIRMED,2018-10-22,0.0
357,INN00357,357,1,CANCELLED,2018-02-28,0.0
358,INN00358,358,1,CONFIRMED,2018-06-13,0.0
359,INN00359,359,1,CONFIRMED,2017-08-10,0.0
360,INN00360,360,1,CONFIRMED,2018-09-18,0.0
361,INN00361,361,1,CONFIRMED,2018-09-03,0.0
362,INN00362,362,1,CONFIRMED,2017-10-16,0.0
363,INN00363,363,1,CONFIRMED,2018-09-22,0.0
364,INN00364,364,1,CONFIRMED,2018-11-16,0.0
365,INN00365,365,1,CONFIRMED,2017-11-19,0.0
366,INN00366,366,1,CONFIRMED,2018-02-22,0.0
367,INN00367,367,1,CANCELLED,2018-06-26,0.0
368,INN00368,368,1,CONFIRMED,2018-04-09,0.0
369,INN00369,369,1,CONFIRMED,2018-08-13,0.0
370,INN00370,370,1,CANCELLED,2018-10-23,0.0
371,INN00371,371,1,CONFIRMED,2017-12-29,0.0
372,INN00372,372,1,CONFIRMED,2018-07-10,0.0
373,INN00373,373,1,CONFIRMED,2018-10-20,0.0
374,INN00374,374,1,CONFIRMED,2017-09-25,0.0
375,INN00375,375,1,CONFIRMED,2018-12-10,0.0
376,INN00376,376,1,CONFIRMED,2018-10-04,0.0
377,INN00377,377,1,CANCELLED,2018-10-27,0.0
378,INN00378,378,1,CONFIRMED,2018-03-23,0.0
379,INN00379,379,1,CANCELLED,2018-03-03,0.0
380,INN00380,380,1,CONFIRMED,2018-05-21,0.0
381,INN00381,381,1,CANCELLED,2018-09-13,0.0
382,INN00382,382,1,CONFIRMED,2018-09-07,0.0
383,INN00383,383,1,CANCELLED,2018-12-02,0.0
384,INN00384,384,1,CONFIRMED,2018-09-18,0.0
385,INN00385,385,1,CANCELLED,2018-06-19,0.0
386,INN00386,386,1,CONFIRMED,2017-10-16,0.0
387,INN00387,387,1,CONFIRMED,2018-03-20,0.0
388,INN00388,388,1,CANCELLED,2018-12-26,0.0
389,INN00389,389,1,CANCELLED,2018-05-14,0.0
390,INN00390,390,1,CONFIRMED,2017-09-15,0.0
391,INN00391,391,1,CONFIRMED,2018-02-19,0.0
392,INN00392,392,1,CONFIRMED,2018-03-23,0.0
393,INN00393,393,1,CONFIRMED,2018-10-18,0.0
394,INN00394,394,1,CONFIRMED,2018-03-04,0.0
395,INN00395,395,1,CONFIRMED,2018-04-30,0.0
396,INN00396,396,1,CANCELLED,2018-07-23,0.0
397,INN00397,397,1,CONFIRMED,2017-09-09,0.0
398,INN00398,398,1,CONFIRMED,2018-09-28,0.0
399,INN00399,399,1,CANCELLED,2018-05-13,0.0
400,INN00400,400,1,CONFIRMED,2018-03-18,0.0
401,INN00401,401,1,CANCELLED,2018-08-12,0.0
402,INN00402,402,1,CANCELLED,2018-10-01,0.0
403,INN00403,403,1,CANCELLED,2018-09-09,0.0
404,INN00404,404,1,CONFIRMED,2018-01-29,0.0
405,INN00405,405,1,CONFIRMED,2018-04-08,0.0
406,INN00406,406,1,CANCELLED,2017-09-17,0.0
407,INN00407,407,1,CONFIRMED,2018-06-18,0.0
408,INN00408,408,1,CANCELLED,2018-12-26,0.0
409,INN00409,409,1,CANCELLED,2018-08-03,0.0
410,INN00410,410,1,CANCELLED,2018-08-06,0.0
411,INN00411,411,1,CONFIRMED,2018-05-30,0.0
412,INN00412,412,1,CONFIRMED,2018-11-04,0.0
413,INN00413,413,1,CONFIRMED,2018-05-13,0.0
414,INN00414,414,1,CANCELLED,2018-05-29,0.0
415,INN00415,415,1,CONFIRMED,2018-01-20,0.0
416,INN00416,416,1,CONFIRMED,2018-06-27,0.0
417,INN00417,417,1,CONFIRMED,2017-12-07,0.0
418,INN00418,418,1,CONFIRMED,2018-04-05,0.0
419,INN00419,419,1,CANCELLED,2018-10-23,0.0
420,INN00420,420,1,CONFIRMED,2018-05-02,0.0
421,INN00421,421,1,CANCELLED,2018-11-14,0.0
422,INN00422,422,1,CONFIRMED,2017-10-02,0.0
423,INN00423,423,1,CONFIRMED,2018-05-29,0.0
424,INN00424,424,1,CANCELLED,2018-10-14,0.0
425,INN00425,425,1,CANCELLED,2018-07-02,0.0
426,INN00426,426,1,CONFIRMED,2018-08-04,0.0
427,INN00427,427,1,CANCELLED,2018-09-27,0.0
428,INN00428,428,1,CANCELLED,2018-04-08,0.0
429,INN00429,429,1,CONFIRMED,2018-03-24,0.0
430,INN00430,430,1,CANCELLED,2018-09-03,0.0
431,INN00431,431,1,CONFIRMED,2017-10-21,0.0
432,INN00432,432,1,CONFIRMED,2018-05-13,0.0
433,INN00433,433,1,CONFIRMED,2017-09-08,0.0
434,INN00434,434,1,CONFIRMED,2017-10-20,0.0
435,INN00435,435,1,CANCELLED,2018-02-16,0.0
436,INN00436,436,1,CANCELLED,2018-09-06,0.0
437,INN00437,437,1,CONFIRMED,2018-03-16,0.0
438,INN00438,438,1,CONFIRMED,2017-10-23,0.0
439,INN00439,439,1,CONFIRMED,2018-10-24,0.0
440,INN00440,440,1,CONFIRMED,2018-08-06,0.0
441,INN00441,441,1,CANCELLED,2018-08-22,0.0
442,INN00442,442,1,CONFIRMED,2018-08-13,0.0
443,INN00443,443,1,CONFIRMED,2018-03-10,0.0
444,INN00444,444,1,CONFIRMED,2018-05-11,0.0
445,INN00445,445,1,CONFIRMED,2017-10-23,0.0
446,INN00446,446,1,CONFIRMED,2018-04-01,0.0
447,INN00447,447,1,CONFIRMED,2018-06-19,0.0
448,INN00448,448,1,CONFIRMED,2017-10-13,0.0
449,INN00449,449,1,CANCELLED,2018-04-04,0.0
450,INN00450,450,1,CANCELLED,2018-06-06,0.0
451,INN00451,451,1,CANCELLED,2018-10-16,0.0
452,INN00452,452,1,CONFIRMED,2018-10-14,0.0
453,INN00453,453,1,CONFIRMED,2018-11-19,0.0
454,INN00454,454,1,CONFIRMED,2018-06-08,0.0
455,INN00455,455,1,CONFIRMED,2018-06-08,0.0
456,INN00456,456,1,CANCELLED,2018-09-06,0.0
457,INN00457,457,1,CANCELLED,2018-10-31,0.0
458,INN00458,458,1,CONFIRMED,2018-05-31,0.0
459,INN00459,459,1,CONFIRMED,2017-09-18,0.0
460,INN00460,460,1,CANCELLED,2018-06-23,0.0
461,INN00461,461,1,CONFIRMED,2018-10-13,0.0
462,INN00462,462,1,CONFIRMED,2018-07-01,0.0
463,INN00463,463,1,CONFIRMED,2017-08-26,0.0
464,INN00464,464,1,CANCELLED,2018-08-18,0.0
465,INN00465,465,1,CONFIRMED,2018-04-11,0.0
466,INN00466,466,1,CANCELLED,2018-05-13,0.0
467,INN00467,467,1,CONFIRMED,2018-07-04,0.0
468,INN00468,468,1,CONFIRMED,2018-12-08,0.0
469,INN00469,469,1,CONFIRMED,2018-06-18,0.0
